Regnskapsår,Fylke,Kommune,Landsdel,Næring,Sektor,Verdiskaping,Ansatte,Årsverk,Foretak,Aktive Foretak
2018,Akershus,Nordre Follo,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,59466790,181.0,124.5,6,6
2020,Akershus,Rælingen,Østlandet (Uten Oslo),Formidling,Transport og formidling,988305,0.0,0.8,4,3
2023,Akershus,Rælingen,Østlandet (Uten Oslo),Formidling,Transport og formidling,188647,0.0,0.0,4,3
2024,Akershus,Rælingen,Østlandet (Uten Oslo),Formidling,Transport og formidling,903000,1.0,1.0,5,4
2017,Akershus,Rælingen,Østlandet (Uten Oslo),Formidling,Transport og formidling,1466431,5.0,1.9,5,4
2021,Akershus,Rælingen,Østlandet (Uten Oslo),Formidling,Transport og formidling,1318737,0.0,1.0,4,4
2015,Akershus,Rælingen,Østlandet (Uten Oslo),Formidling,Transport og formidling,1112888,4.0,1.0,3,3
2016,Akershus,Rælingen,Østlandet (Uten Oslo),Formidling,Transport og formidling,1112902,6.0,1.5,4,4
2018,Akershus,Rælingen,Østlandet (Uten Oslo),Formidling,Transport og formidling,1107991,2.0,1.1,5,5
2019,Akershus,Rælingen,Østlandet (Uten Oslo),Formidling,Transport og formidling,967031,0.0,0.9,4,4
2017,Akershus,Vestby,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,82996629,248.0,159.70000000000002,4,3
2024,Akershus,Vestby,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,88955000,299.0,167.2,5,5
2020,Akershus,Vestby,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,90780133,270.0,171.60000000000002,4,4
2023,Akershus,Vestby,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,83244344,302.0,180.2,5,4
2019,Akershus,Vestby,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,88962166,269.0,163.2,4,4
2016,Akershus,Vestby,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,93930089,241.0,146.2,3,3
2018,Akershus,Vestby,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,91744007,270.0,157.09999999999997,4,4
2022,Akershus,Vestby,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,90684807,310.0,200.6,5,5
2021,Akershus,Vestby,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,84018407,260.0,178.3,4,4
2015,Akershus,Vestby,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,89467914,232.0,134.1,3,3
2019,Akershus,Nesodden,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,39354116,312.0,67.9,21,16
2024,Akershus,Nesodden,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,62774000,259.0,88.60000000000001,24,20
2018,Akershus,Nesodden,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,32873726,239.0,57.8,22,17
2021,Akershus,Nesodden,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,52001578,308.0,91.1,23,20
2022,Akershus,Nesodden,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,68513510,305.0,93.0,23,20
2017,Akershus,Nesodden,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,26503447,208.0,45.400000000000006,19,16
2015,Akershus,Nesodden,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,30470152,238.0,52.3,16,14
2016,Akershus,Nesodden,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,32471502,225.0,45.3,18,14
2020,Akershus,Nesodden,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,35158704,253.0,69.0,22,17
2023,Akershus,Lillestrøm,Østlandet (Uten Oslo),Formidling,Transport og formidling,49186649,117.0,51.60000000000001,20,16
2024,Akershus,Lillestrøm,Østlandet (Uten Oslo),Formidling,Transport og formidling,47145000,93.0,42.9,20,15
2017,Akershus,Jevnaker,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,12077185,37.0,22.6,5,4
2016,Akershus,Jevnaker,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,11682261,41.0,20.0,4,4
2023,Akershus,Jevnaker,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,11740510,31.0,17.8,6,5
2024,Akershus,Jevnaker,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,13565000,31.0,18.8,6,6
2021,Akershus,Jevnaker,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,14357683,45.0,21.4,5,5
2020,Akershus,Jevnaker,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,12666993,42.0,19.1,4,4
2022,Akershus,Jevnaker,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,17738988,37.0,28.200000000000003,5,5
2018,Akershus,Jevnaker,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,11694928,44.0,22.4,4,4
2019,Akershus,Jevnaker,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,14635709,47.0,21.9,4,4
2015,Akershus,Jevnaker,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,12353992,48.0,20.2,4,4
2015,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,5527032,37.0,10.3,3,3
2018,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,4486198,40.0,10.7,4,4
2022,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,15526103,68.0,36.8,3,3
2019,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,17950388,39.0,8.600000000000001,4,4
2021,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,3716864,16.0,6.0,3,3
2017,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,5285747,59.0,11.0,3,3
2020,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,3159008,15.0,5.5,3,3
2016,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,5297574,49.0,11.9,3,3
2017,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,16072520,141.0,34.7,9,9
2016,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,11758343,105.0,22.8,9,9
2019,Akershus,Nannestad,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,8903448,44.0,15.8,10,8
2018,Akershus,Nannestad,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,7632698,46.0,16.0,9,7
2023,Akershus,Nannestad,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,15949525,82.0,23.300000000000004,11,10
2022,Akershus,Nannestad,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,14220562,71.0,25.700000000000003,11,9
2021,Akershus,Nannestad,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,10964173,52.0,21.700000000000003,14,10
2017,Akershus,Nannestad,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,7043439,87.0,15.5,9,6
2020,Akershus,Nannestad,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,7867157,44.0,11.6,10,7
2023,Akershus,Nordre Follo,Østlandet (Uten Oslo),Transport,Transport og formidling,503086465,621.0,580.0,11,9
2016,Akershus,Nesodden,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,8138505,17.0,10.9,15,11
2020,Akershus,Nesodden,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,9361522,22.0,9.7,17,14
2015,Akershus,Nesodden,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,6590488,16.0,8.4,14,11
2018,Akershus,Nesodden,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,8055434,25.0,11.6,16,12
2021,Akershus,Nesodden,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,8529222,27.0,11.1,17,14
2019,Akershus,Nesodden,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,7525243,25.0,8.9,16,14
2017,Akershus,Nesodden,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,6685061,20.0,8.700000000000001,15,11
2022,Akershus,Lillestrøm,Østlandet (Uten Oslo),Formidling,Transport og formidling,51680783,122.0,46.6,19,15
2019,Akershus,Gjerdrum,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,3704143,4.0,5.1,4,4
2018,Akershus,Gjerdrum,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4708043,4.0,6.0,5,4
2021,Akershus,Gjerdrum,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,2364753,4.0,3.2,5,4
2017,Akershus,Gjerdrum,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,5119854,5.0,8.200000000000001,4,4
2020,Akershus,Gjerdrum,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,1322901,4.0,1.9,5,3
2022,Akershus,Nordre Follo,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,73197133,160.0,102.4,6,5
2023,Akershus,Nordre Follo,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,79656936,178.0,112.3,5,5
2018,Akershus,Bærum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,248865744,505.0,419.9,13,13
2020,Akershus,Bærum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,166876174,412.0,335.1,14,13
2021,Akershus,Bærum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,187797187,351.0,310.40000000000003,17,15
2019,Akershus,Bærum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,306431132,472.0,469.50000000000006,14,13
2016,Akershus,Bærum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,222106140,722.0,382.4,13,13
2015,Akershus,Bærum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,155112275,719.0,305.4,12,12
2017,Akershus,Bærum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,269722579,675.0,457.4,13,13
2022,Akershus,Rælingen,Østlandet (Uten Oslo),Formidling,Transport og formidling,1103177,2.0,1.8,5,4
2022,Akershus,Lørenskog,Østlandet (Uten Oslo),Transport,Transport og formidling,115412774,274.0,83.5,11,9
2023,Akershus,Lørenskog,Østlandet (Uten Oslo),Transport,Transport og formidling,121861544,249.0,88.6,15,13
2018,Akershus,Nordre Follo,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,38088320,368.0,121.8,19,15
2022,Akershus,Nordre Follo,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,40792598,97.0,29.4,27,21
2017,Akershus,Nordre Follo,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,32844068,341.0,111.8,18,14
2024,Akershus,Nordre Follo,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,39209000,57.0,29.6,31,27
2015,Akershus,Nordre Follo,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,17274480,194.0,36.0,17,13
2020,Akershus,Nordre Follo,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,32858213,321.0,87.0,24,20
2021,Akershus,Nordre Follo,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,76408610,334.0,154.3,27,21
2016,Akershus,Nordre Follo,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,23094999,272.0,100.0,19,14
2023,Akershus,Nordre Follo,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,35562743,59.0,30.700000000000003,27,23
2019,Akershus,Nordre Follo,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,62685884,357.0,131.9,24,21
2016,Akershus,Enebakk,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,0,0.0,0.0,2,0
2017,Akershus,Enebakk,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,0,0.0,0.0,2,1
2015,Akershus,Enebakk,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,0,0.0,0.0,1,0
2024,Akershus,Lørenskog,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,36380000,224.0,80.7,20,15
2023,Akershus,Lørenskog,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,30362037,323.0,114.2,18,13
2020,Akershus,Ås,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,58695882,256.0,101.9,23,20
2020,Akershus,Eidsvoll,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,41695819,233.0,81.8,19,15
2021,Akershus,Eidsvoll,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,57531998,246.0,93.60000000000002,25,19
2017,Akershus,Eidsvoll,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,45501243,241.0,78.0,15,14
2019,Akershus,Eidsvoll,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,44236305,206.0,80.1,15,12
2015,Akershus,Eidsvoll,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,48818776,218.0,87.79999999999998,17,16
2016,Akershus,Eidsvoll,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,51646195,251.0,90.1,19,18
2018,Akershus,Eidsvoll,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,46130200,229.0,84.5,18,15
2015,Akershus,Ullensaker,Østlandet (Uten Oslo),Transport,Transport og formidling,2658423685,1739.0,3515.9,15,13
2017,Akershus,Ullensaker,Østlandet (Uten Oslo),Transport,Transport og formidling,2518377836,1860.0,4446.2,15,14
2018,Akershus,Ullensaker,Østlandet (Uten Oslo),Transport,Transport og formidling,1587769492,1980.0,3964.7,13,13
2016,Akershus,Ullensaker,Østlandet (Uten Oslo),Transport,Transport og formidling,3664919026,1770.0,3670.5,15,14
2023,Akershus,Ås,Østlandet (Uten Oslo),Formidling,Transport og formidling,69066,1.0,0.2,7,4
2024,Akershus,Ås,Østlandet (Uten Oslo),Formidling,Transport og formidling,212000,2.0,0.3,6,4
2024,Akershus,Asker,Østlandet (Uten Oslo),Formidling,Transport og formidling,24607000,40.0,22.699999999999992,48,33
2021,Akershus,Asker,Østlandet (Uten Oslo),Formidling,Transport og formidling,14178161,25.0,11.5,37,27
2023,Akershus,Asker,Østlandet (Uten Oslo),Formidling,Transport og formidling,23049081,40.0,21.4,46,31
2023,Akershus,Nesodden,Østlandet (Uten Oslo),Formidling,Transport og formidling,810258,3.0,2.4,8,3
2021,Akershus,Lørenskog,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,16828304,214.0,59.7,12,10
2020,Akershus,Lørenskog,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,11203584,182.0,69.80000000000001,14,12
2024,Akershus,Lørenskog,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,262147000,682.0,411.8,80,58
2024,Akershus,Bærum,Østlandet (Uten Oslo),Transport,Transport og formidling,1993822000,573.0,810.3000000000001,34,26
2022,Akershus,Frogn,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4661855,17.0,6.4,10,7
2019,Akershus,Frogn,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,3068698,16.0,4.1,9,7
2023,Akershus,Frogn,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,2924560,17.0,3.4,9,6
2020,Akershus,Frogn,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4670045,13.0,4.9,9,5
2017,Akershus,Frogn,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,5219895,10.0,3.2,8,5
2016,Akershus,Frogn,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4197567,9.0,4.1,7,4
2018,Akershus,Frogn,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,1661371,12.0,3.1,9,6
2021,Akershus,Frogn,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4987272,16.0,6.7,8,5
2024,Akershus,Frogn,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,6163000,27.0,6.5,10,8
2015,Akershus,Frogn,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4374064,10.0,3.8,9,6
2024,Akershus,Nannestad,Østlandet (Uten Oslo),Transport,Transport og formidling,293425000,333.0,269.70000000000005,6,5
2023,Akershus,Nannestad,Østlandet (Uten Oslo),Transport,Transport og formidling,266784559,328.0,269.4,6,4
2017,Akershus,Lillestrøm,Østlandet (Uten Oslo),Formidling,Transport og formidling,31421957,54.0,36.8,13,12
2016,Akershus,Lillestrøm,Østlandet (Uten Oslo),Formidling,Transport og formidling,34632831,78.0,41.1,13,11
2015,Akershus,Lillestrøm,Østlandet (Uten Oslo),Formidling,Transport og formidling,33914360,84.0,42.3,11,11
2024,Akershus,Ullensaker,Østlandet (Uten Oslo),Formidling,Transport og formidling,20992000,39.0,17.6,14,11
2023,Akershus,Ullensaker,Østlandet (Uten Oslo),Formidling,Transport og formidling,17659729,42.0,16.5,12,10
2024,Akershus,Nannestad,Østlandet (Uten Oslo),Formidling,Transport og formidling,40000,,0.0,3,2
2023,Akershus,Nannestad,Østlandet (Uten Oslo),Formidling,Transport og formidling,132981,,0.0,5,3
2024,Akershus,Nesodden,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,12876000,17.0,11.6,15,13
2022,Akershus,Nesodden,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,11796613,20.0,12.2,15,12
2015,Akershus,Nesodden,Østlandet (Uten Oslo),Formidling,Transport og formidling,824312,3.0,1.1,4,4
2022,Akershus,Bærum,Østlandet (Uten Oslo),Formidling,Transport og formidling,97117830,99.0,70.4,57,40
2019,Akershus,Nes,Østlandet (Uten Oslo),Formidling,Transport og formidling,1304648,2.0,1.1,5,4
2016,Akershus,Nes,Østlandet (Uten Oslo),Formidling,Transport og formidling,99297,1.0,0.0,2,2
2015,Akershus,Nes,Østlandet (Uten Oslo),Formidling,Transport og formidling,217768,6.0,0.3,2,2
2018,Akershus,Nes,Østlandet (Uten Oslo),Formidling,Transport og formidling,953932,2.0,0.7,4,4
2017,Akershus,Nes,Østlandet (Uten Oslo),Formidling,Transport og formidling,1561409,1.0,1.2,3,3
2024,Akershus,Rælingen,Østlandet (Uten Oslo),Transport,Transport og formidling,3160000,7.0,2.7,5,3
2023,Akershus,Rælingen,Østlandet (Uten Oslo),Transport,Transport og formidling,3080222,4.0,2.9,3,1
2024,Akershus,Ås,Østlandet (Uten Oslo),Transport,Transport og formidling,115000,0.0,0.0,12,1
2020,Akershus,Ås,Østlandet (Uten Oslo),Transport,Transport og formidling,0,,0.0,7,0
2022,Akershus,Ås,Østlandet (Uten Oslo),Transport,Transport og formidling,1494840,1.0,1.4,11,2
2021,Akershus,Ås,Østlandet (Uten Oslo),Transport,Transport og formidling,0,,0.0,8,0
2019,Akershus,Ås,Østlandet (Uten Oslo),Transport,Transport og formidling,0,0.0,0.0,7,0
2023,Akershus,Ås,Østlandet (Uten Oslo),Transport,Transport og formidling,360802,0.0,0.4,11,1
2021,Akershus,Gjerdrum,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,8201264,27.0,14.6,10,7
2015,Akershus,Bærum,Østlandet (Uten Oslo),Transport,Transport og formidling,1438497983,502.0,2221.7000000000003,22,17
2022,Akershus,Bærum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,289839108,565.0,478.8,19,15
2023,Akershus,Bærum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,265389795,599.0,442.7,22,14
2020,Akershus,Asker,Østlandet (Uten Oslo),Formidling,Transport og formidling,9372234,28.0,12.3,36,23
2019,Akershus,Asker,Østlandet (Uten Oslo),Formidling,Transport og formidling,17248618,28.0,23.1,33,24
2018,Akershus,Bærum,Østlandet (Uten Oslo),Transport,Transport og formidling,492074444,704.0,2792.6,21,18
2016,Akershus,Bærum,Østlandet (Uten Oslo),Transport,Transport og formidling,2542599004,627.0,2364.5,19,15
2021,Akershus,Bærum,Østlandet (Uten Oslo),Transport,Transport og formidling,3306730219,370.0,476.19999999999993,21,17
2022,Akershus,Bærum,Østlandet (Uten Oslo),Transport,Transport og formidling,521417522,509.0,570.9,25,21
2017,Akershus,Bærum,Østlandet (Uten Oslo),Transport,Transport og formidling,1512406514,649.0,3367.5,21,18
2019,Akershus,Bærum,Østlandet (Uten Oslo),Transport,Transport og formidling,2142853285,699.0,2732.8,21,18
2020,Akershus,Bærum,Østlandet (Uten Oslo),Transport,Transport og formidling,931402820,646.0,1395.8000000000002,20,16
2023,Akershus,Bærum,Østlandet (Uten Oslo),Transport,Transport og formidling,1463653964,602.0,816.3,30,24
2024,Akershus,Enebakk,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,1885000,5.0,2.3000000000000003,8,6
2023,Akershus,Enebakk,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,355647,7.0,0.5,8,4
2015,Akershus,Ås,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,26459480,150.0,48.1,13,11
2016,Akershus,Ås,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,36705177,203.0,61.400000000000006,13,13
2018,Akershus,Asker,Østlandet (Uten Oslo),Formidling,Transport og formidling,16349970,30.0,20.4,32,26
2017,Akershus,Asker,Østlandet (Uten Oslo),Formidling,Transport og formidling,14318616,42.0,15.7,31,24
2024,Akershus,Nittedal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,32963000,51.0,46.6,9,8
2021,Akershus,Rælingen,Østlandet (Uten Oslo),Transport,Transport og formidling,699645,0.0,0.1,3,2
2021,Akershus,Lørenskog,Østlandet (Uten Oslo),Transport,Transport og formidling,76824029,179.0,73.80000000000001,6,6
2015,Akershus,Lørenskog,Østlandet (Uten Oslo),Transport,Transport og formidling,54058570,101.0,50.6,5,4
2017,Akershus,Lørenskog,Østlandet (Uten Oslo),Transport,Transport og formidling,58829588,199.0,65.9,6,6
2019,Akershus,Lørenskog,Østlandet (Uten Oslo),Transport,Transport og formidling,74456678,201.0,66.7,5,4
2020,Akershus,Lørenskog,Østlandet (Uten Oslo),Transport,Transport og formidling,82836767,197.0,72.6,5,4
2016,Akershus,Lørenskog,Østlandet (Uten Oslo),Transport,Transport og formidling,55509770,131.0,57.7,5,5
2018,Akershus,Lørenskog,Østlandet (Uten Oslo),Transport,Transport og formidling,65521925,158.0,63.0,5,4
2019,Akershus,Nes,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,2101667,35.0,4.1,3,3
2021,Akershus,Nes,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,4007999,18.0,3.3,4,4
2024,Akershus,Nes,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,5281000,7.0,4.0,4,4
2023,Akershus,Nes,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,3956455,16.0,4.6,4,4
2020,Akershus,Nes,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,2379078,27.0,1.9,3,3
2020,Akershus,Nes,Østlandet (Uten Oslo),Formidling,Transport og formidling,765639,2.0,0.2,4,4
2022,Akershus,Nittedal,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,66335435,235.0,93.9,26,21
2024,Akershus,Nittedal,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,63234000,249.0,92.9,30,23
2023,Akershus,Nittedal,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,55627484,255.0,93.5,25,21
2023,Akershus,Lørenskog,Østlandet (Uten Oslo),Formidling,Transport og formidling,6805764,14.0,10.0,6,5
2021,Akershus,Lørenskog,Østlandet (Uten Oslo),Formidling,Transport og formidling,2845757,10.0,4.4,6,6
2022,Akershus,Lørenskog,Østlandet (Uten Oslo),Formidling,Transport og formidling,7302305,24.0,8.5,7,6
2024,Akershus,Lørenskog,Østlandet (Uten Oslo),Formidling,Transport og formidling,9121000,25.0,12.1,7,6
2020,Akershus,Lørenskog,Østlandet (Uten Oslo),Formidling,Transport og formidling,1006166,14.0,5.2,7,4
2024,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,3305000,4.0,2.8,10,8
2019,Akershus,Lunner,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,1562684,5.0,2.0,4,4
2020,Akershus,Lunner,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,1456263,5.0,0.8999999999999999,4,3
2018,Akershus,Lunner,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,3735623,3.0,2.5,4,4
2017,Akershus,Lunner,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,617978,2.0,0.8,3,2
2021,Akershus,Lunner,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,3347479,3.0,1.2,4,4
2016,Akershus,Lunner,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,223096,0.0,1.1,3,2
2022,Akershus,Gjerdrum,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,6937840,6.0,5.799999999999999,6,6
2017,Akershus,Gjerdrum,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,2575756,21.0,5.7,4,3
2018,Akershus,Gjerdrum,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,3547054,22.0,6.6,5,3
2022,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,18574529,87.0,32.400000000000006,12,11
2016,Akershus,Rælingen,Østlandet (Uten Oslo),Transport,Transport og formidling,4540594,22.0,6.2,2,2
2015,Akershus,Rælingen,Østlandet (Uten Oslo),Transport,Transport og formidling,4912472,25.0,5.1000000000000005,2,2
2018,Akershus,Rælingen,Østlandet (Uten Oslo),Transport,Transport og formidling,8400530,21.0,7.8,2,2
2022,Akershus,Rælingen,Østlandet (Uten Oslo),Transport,Transport og formidling,1795113,3.0,1.2000000000000002,3,2
2017,Akershus,Rælingen,Østlandet (Uten Oslo),Transport,Transport og formidling,5935385,22.0,6.5,2,2
2019,Akershus,Rælingen,Østlandet (Uten Oslo),Transport,Transport og formidling,8685205,29.0,8.6,2,2
2022,Akershus,Ullensaker,Østlandet (Uten Oslo),Formidling,Transport og formidling,22071195,36.0,21.8,13,13
2018,Akershus,Ullensaker,Østlandet (Uten Oslo),Formidling,Transport og formidling,11384344,20.0,13.200000000000005,13,10
2020,Akershus,Ullensaker,Østlandet (Uten Oslo),Formidling,Transport og formidling,10732794,22.0,19.1,11,10
2019,Akershus,Ullensaker,Østlandet (Uten Oslo),Formidling,Transport og formidling,13032026,25.0,13.7,13,10
2017,Akershus,Ullensaker,Østlandet (Uten Oslo),Formidling,Transport og formidling,12986423,30.0,12.7,13,12
