Regnskapsår,Fylke,Kommune,Landsdel,Næring,Sektor,Verdiskaping,Ansatte,Årsverk,Foretak,Aktive Foretak
2021,Akershus,Vestby,Østlandet (Uten Oslo),Transport,Transport og formidling,69162456,126.0,76.39999999999999,5,3
2020,Akershus,Vestby,Østlandet (Uten Oslo),Transport,Transport og formidling,56741900,128.0,63.9,3,2
2022,Akershus,Vestby,Østlandet (Uten Oslo),Transport,Transport og formidling,76638313,139.0,72.8,6,4
2017,Akershus,Vestby,Østlandet (Uten Oslo),Transport,Transport og formidling,84769520,120.0,82.6,2,2
2016,Akershus,Vestby,Østlandet (Uten Oslo),Transport,Transport og formidling,92904878,179.0,93.3,2,2
2022,Akershus,Nannestad,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,80206783,165.0,105.6,3,3
2024,Akershus,Nannestad,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,71869000,163.0,96.6,5,4
2017,Akershus,Nannestad,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,65919888,193.0,110.3,3,3
2015,Akershus,Nannestad,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,36038600,129.0,66.8,3,3
2020,Akershus,Nannestad,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,26122253,146.0,69.3,3,3
2019,Akershus,Nannestad,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,69748123,166.0,110.8,3,3
2018,Akershus,Nannestad,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,67581388,156.0,113.1,3,3
2021,Akershus,Nannestad,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,45433208,114.0,70.3,3,3
2016,Akershus,Nannestad,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,56378944,185.0,97.6,3,3
2023,Akershus,Nannestad,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,73447010,165.0,101.6,6,4
2015,Akershus,Gjerdrum,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,2106872,24.0,4.4,3,2
2016,Akershus,Gjerdrum,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,1924045,21.0,4.1,3,2
2017,Akershus,Vestby,Østlandet (Uten Oslo),Formidling,Transport og formidling,2333883,3.0,2.1,7,4
2016,Akershus,Vestby,Østlandet (Uten Oslo),Formidling,Transport og formidling,2278677,3.0,1.6,7,5
2017,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Formidling,Transport og formidling,1553810,2.0,0.7,4,4
2018,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Formidling,Transport og formidling,1344626,1.0,0.1,3,3
2020,Akershus,Eidsvoll,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,15740271,44.0,25.0,6,4
2016,Akershus,Eidsvoll,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,31532695,56.0,37.7,4,4
2017,Akershus,Eidsvoll,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,32599667,32.0,31.3,4,4
2018,Akershus,Eidsvoll,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,27707210,43.0,34.900000000000006,4,4
2015,Akershus,Eidsvoll,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,31246368,54.0,35.6,5,5
2023,Akershus,Jevnaker,Østlandet (Uten Oslo),Formidling,Transport og formidling,88654,0.0,0.0,3,1
2024,Akershus,Jevnaker,Østlandet (Uten Oslo),Formidling,Transport og formidling,537000,1.0,0.7,3,3
2016,Akershus,Nesodden,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,0,0.0,0.0,1,0
2015,Akershus,Nesodden,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,0,0.0,0.0,1,0
2024,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Formidling,Transport og formidling,55000,0.0,0.0,2,2
2020,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,1.0,0.0,2,2
2021,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Formidling,Transport og formidling,12658,1.0,0.0,2,2
2019,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Formidling,Transport og formidling,306267,1.0,0.0,2,2
2022,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Formidling,Transport og formidling,82684,0.0,0.0,2,2
2023,Akershus,Aurskog-Høland,Østlandet (Uten Oslo),Formidling,Transport og formidling,47419,0.0,0.0,2,2
2021,Akershus,Nannestad,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,7958462,30.0,2.5,5,5
2016,Akershus,Nannestad,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,1413373,10.0,2.2,4,3
2018,Akershus,Nannestad,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,2859334,13.0,3.1,5,4
2019,Akershus,Nannestad,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,2984294,20.0,3.1,5,4
2020,Akershus,Nannestad,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,3033981,15.0,1.6,5,4
2017,Akershus,Nannestad,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,1365125,9.0,1.8,5,4
2018,Akershus,Ås,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,49858429,217.0,80.70000000000002,15,14
2024,Akershus,Lørenskog,Østlandet (Uten Oslo),Transport,Transport og formidling,136763277,225.0,86.0,20,15
2018,Akershus,Vestby,Østlandet (Uten Oslo),Formidling,Transport og formidling,4025253,9.0,2.8,7,6
2017,Akershus,Hurdal,Østlandet (Uten Oslo),Formidling,Transport og formidling,13929,0.0,0.0,1,1
2019,Akershus,Hurdal,Østlandet (Uten Oslo),Formidling,Transport og formidling,20498,0.0,0.0,1,1
2015,Akershus,Hurdal,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,1.0,0.0,1,0
2020,Akershus,Hurdal,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,1,0
2016,Akershus,Hurdal,Østlandet (Uten Oslo),Formidling,Transport og formidling,23212,0.0,0.0,1,1
2018,Akershus,Hurdal,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,1,1
2021,Akershus,Rælingen,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,444182,1.0,0.5,1,1
2023,Akershus,Rælingen,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,389666,4.0,0.9,1,1
2024,Akershus,Nesodden,Østlandet (Uten Oslo),Formidling,Transport og formidling,177000,1.0,1.3,10,5
2019,Akershus,Lørenskog,Østlandet (Uten Oslo),Formidling,Transport og formidling,8240273,14.0,10.5,5,4
2018,Akershus,Lørenskog,Østlandet (Uten Oslo),Formidling,Transport og formidling,28105298,18.0,8.6,5,4
2016,Akershus,Lørenskog,Østlandet (Uten Oslo),Formidling,Transport og formidling,8597597,19.0,9.9,6,4
2017,Akershus,Lørenskog,Østlandet (Uten Oslo),Formidling,Transport og formidling,7570244,22.0,8.3,6,4
2015,Akershus,Lørenskog,Østlandet (Uten Oslo),Formidling,Transport og formidling,7746128,26.0,9.3,5,4
2024,Akershus,Nannestad,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,3003000,57.0,3.2,6,6
2021,Akershus,Hurdal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,3421126,15.0,1.6,2,2
2017,Akershus,Hurdal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,0,1.0,4.5,2,2
2018,Akershus,Hurdal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,2297328,0.0,3.6,2,2
2020,Akershus,Hurdal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,10716,0.0,1.2,2,2
2016,Akershus,Hurdal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,4525119,38.0,6.0,3,3
2019,Akershus,Hurdal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,153133,23.0,2.6,2,2
2022,Akershus,Hurdal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,558117,19.0,1.4,2,2
2015,Akershus,Hurdal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,2324640,16.0,4.4,3,3
2015,Akershus,Ullensaker,Østlandet (Uten Oslo),Formidling,Transport og formidling,17095456,19.0,16.8,9,9
2024,Akershus,Vestby,Østlandet (Uten Oslo),Formidling,Transport og formidling,6023000,2.0,3.7,5,5
2024,Akershus,Enebakk,Østlandet (Uten Oslo),Formidling,Transport og formidling,100000,,0.0,2,1
2019,Akershus,Enebakk,Østlandet (Uten Oslo),Formidling,Transport og formidling,184483,0.0,0.0,2,1
2023,Akershus,Enebakk,Østlandet (Uten Oslo),Formidling,Transport og formidling,26802,,0.0,2,1
2016,Akershus,Enebakk,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,1,0
2021,Akershus,Enebakk,Østlandet (Uten Oslo),Formidling,Transport og formidling,164554,,0.0,2,1
2022,Akershus,Enebakk,Østlandet (Uten Oslo),Formidling,Transport og formidling,65276,,0.1,2,1
2015,Akershus,Enebakk,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,1,0
2018,Akershus,Enebakk,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,1,0
2020,Akershus,Enebakk,Østlandet (Uten Oslo),Formidling,Transport og formidling,69062,,0.0,2,1
2017,Akershus,Enebakk,Østlandet (Uten Oslo),Formidling,Transport og formidling,0,0.0,0.0,1,0
2023,Akershus,Enebakk,Østlandet (Uten Oslo),Transport,Transport og formidling,71236839,104.0,67.0,2,2
2024,Akershus,Enebakk,Østlandet (Uten Oslo),Transport,Transport og formidling,70870000,100.0,63.4,2,2
2015,Akershus,Hurdal,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,43112721,119.0,64.6,2,2
2016,Akershus,Hurdal,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,43244619,55.0,54.1,2,2
2024,Akershus,Hurdal,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,36675000,101.0,57.1,1,1
2016,Akershus,Enebakk,Østlandet (Uten Oslo),Transport,Transport og formidling,67408682,103.0,66.60000000000001,2,2
2015,Akershus,Enebakk,Østlandet (Uten Oslo),Transport,Transport og formidling,69119299,5.0,67.4,2,2
2020,Akershus,Enebakk,Østlandet (Uten Oslo),Transport,Transport og formidling,67435854,111.0,66.8,2,2
2017,Akershus,Enebakk,Østlandet (Uten Oslo),Transport,Transport og formidling,66119972,99.0,66.80000000000001,2,2
2018,Akershus,Enebakk,Østlandet (Uten Oslo),Transport,Transport og formidling,71227041,102.0,68.3,3,3
2022,Akershus,Enebakk,Østlandet (Uten Oslo),Transport,Transport og formidling,67732371,100.0,64.5,3,3
2019,Akershus,Enebakk,Østlandet (Uten Oslo),Transport,Transport og formidling,71717156,111.0,68.8,3,3
2021,Akershus,Enebakk,Østlandet (Uten Oslo),Transport,Transport og formidling,76033478,123.0,73.0,3,3
2022,Akershus,Lillestrøm,Østlandet (Uten Oslo),Transport,Transport og formidling,103407269,136.0,93.5,11,9
2024,Akershus,Gjerdrum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,1744000,2.0,2.7,2,2
2023,Akershus,Gjerdrum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,1558665,3.0,2.9,2,2
2019,Akershus,Eidsvoll,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,16980946,47.0,28.2,6,4
2015,Akershus,Lørenskog,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,20708000,49.0,25.0,8,7
2017,Akershus,Ås,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,42112490,208.0,72.3,12,11
2019,Akershus,Ås,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,53833078,234.0,86.9,13,12
2023,Akershus,Hurdal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,794795,6.0,1.5,2,2
2024,Akershus,Hurdal,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,984000,27.0,1.4,2,2
2016,Akershus,Gjerdrum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,5487143,22.0,10.9,1,1
2020,Akershus,Gjerdrum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,1977804,13.0,2.8,1,1
2021,Akershus,Gjerdrum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,2520103,9.0,1.8,1,1
2022,Akershus,Gjerdrum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,0,1.0,2.2,1,1
2017,Akershus,Gjerdrum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,6839560,16.0,11.5,1,1
2019,Akershus,Gjerdrum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,4368527,14.0,7.4,1,1
2018,Akershus,Gjerdrum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,6475409,8.0,9.5,1,1
2015,Akershus,Gjerdrum,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,4921824,27.0,10.8,1,1
2024,Akershus,Nannestad,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,20851000,78.0,29.2,12,10
2018,Akershus,Lillestrøm,Østlandet (Uten Oslo),Transport,Transport og formidling,160551707,188.0,121.5,7,7
2015,Akershus,Lillestrøm,Østlandet (Uten Oslo),Transport,Transport og formidling,137692172,118.0,99.1,5,5
2021,Akershus,Lillestrøm,Østlandet (Uten Oslo),Transport,Transport og formidling,89571841,124.0,86.80000000000001,7,7
2016,Akershus,Lillestrøm,Østlandet (Uten Oslo),Transport,Transport og formidling,123053858,176.0,112.2,6,6
2017,Akershus,Lillestrøm,Østlandet (Uten Oslo),Transport,Transport og formidling,123876961,236.0,113.6,8,8
2019,Akershus,Lillestrøm,Østlandet (Uten Oslo),Transport,Transport og formidling,131331934,170.0,120.0,7,7
2020,Akershus,Lillestrøm,Østlandet (Uten Oslo),Transport,Transport og formidling,95752626,127.0,94.5,6,6
2020,Akershus,Vestby,Østlandet (Uten Oslo),Formidling,Transport og formidling,4036576,6.0,2.1,6,4
2019,Akershus,Vestby,Østlandet (Uten Oslo),Formidling,Transport og formidling,4140633,6.0,3.0,6,6
2021,Akershus,Nesodden,Østlandet (Uten Oslo),Formidling,Transport og formidling,2535062,1.0,2.0,7,5
2023,Akershus,Nes,Østlandet (Uten Oslo),Transport,Transport og formidling,56234671,86.0,53.0,5,5
2022,Akershus,Nes,Østlandet (Uten Oslo),Transport,Transport og formidling,51919048,81.0,51.8,5,5
2021,Akershus,Nes,Østlandet (Uten Oslo),Transport,Transport og formidling,49533265,88.0,46.9,5,5
2016,Akershus,Nes,Østlandet (Uten Oslo),Transport,Transport og formidling,42942858,71.0,42.0,4,4
2024,Akershus,Nes,Østlandet (Uten Oslo),Transport,Transport og formidling,52721000,75.0,47.1,4,4
2017,Akershus,Nes,Østlandet (Uten Oslo),Transport,Transport og formidling,41990923,70.0,42.3,4,4
2020,Akershus,Nes,Østlandet (Uten Oslo),Transport,Transport og formidling,42829397,81.0,43.1,5,5
2018,Akershus,Nes,Østlandet (Uten Oslo),Transport,Transport og formidling,45465904,73.0,43.20000000000001,4,4
2015,Akershus,Nes,Østlandet (Uten Oslo),Transport,Transport og formidling,42241649,6.0,42.0,4,4
2019,Akershus,Nes,Østlandet (Uten Oslo),Transport,Transport og formidling,46698505,82.0,44.60000000000001,4,4
2015,Akershus,Lunner,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,7156952,38.0,11.4,3,3
2016,Akershus,Lunner,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,8386107,53.0,14.5,3,3
2020,Akershus,Rælingen,Østlandet (Uten Oslo),Transport,Transport og formidling,0,0.0,0.0,1,0
2024,Akershus,Frogn,Østlandet (Uten Oslo),Formidling,Transport og formidling,1834000,2.0,4.6,5,3
2023,Akershus,Frogn,Østlandet (Uten Oslo),Formidling,Transport og formidling,5837783,6.0,5.300000000000001,6,3
2017,Akershus,Gjerdrum,Østlandet (Uten Oslo),Transport,Transport og formidling,4981823,1.0,3.8,1,1
2018,Akershus,Gjerdrum,Østlandet (Uten Oslo),Transport,Transport og formidling,4361719,1.0,3.2,1,1
2015,Akershus,Gjerdrum,Østlandet (Uten Oslo),Transport,Transport og formidling,6320616,8.0,4.3,1,1
2016,Akershus,Gjerdrum,Østlandet (Uten Oslo),Transport,Transport og formidling,4954548,1.0,3.9,1,1
2022,Akershus,Lunner,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,1116233,1.0,1.3,4,3
2024,Akershus,Lunner,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,1148000,1.0,1.3,4,4
2023,Akershus,Lunner,Østlandet (Uten Oslo),Kultur og underholdning,Reiseliv ellers,1611239,1.0,1.4,4,3
2022,Akershus,Jevnaker,Østlandet (Uten Oslo),Formidling,Transport og formidling,1007439,0.0,0.9,2,1
2021,Akershus,Lunner,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,10997545,50.0,19.9,7,6
2021,Akershus,Lørenskog,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,32217047,152.0,63.6,5,4
2018,Akershus,Lørenskog,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,66431491,189.0,113.0,5,4
2020,Akershus,Lørenskog,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,21518888,180.0,72.3,5,4
2019,Akershus,Lørenskog,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,74679747,198.0,110.7,5,4
2022,Akershus,Lørenskog,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,47854475,172.0,94.7,6,3
2017,Akershus,Lørenskog,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,52363603,206.0,116.2,5,4
2024,Akershus,Lørenskog,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,51003000,241.0,137.0,5,3
2023,Akershus,Lørenskog,Østlandet (Uten Oslo),Overnattingsvirksomhet,Reiseliv ellers,56914010,252.0,154.2,5,3
2020,Akershus,Frogn,Østlandet (Uten Oslo),Formidling,Transport og formidling,515585,6.0,0.2,5,3
2015,Akershus,Vestby,Østlandet (Uten Oslo),Formidling,Transport og formidling,2259176,3.0,1.9,4,4
2020,Akershus,Lunner,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,9941411,44.0,17.7,6,6
2017,Akershus,Lunner,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,5479499,43.0,10.5,2,2
2018,Akershus,Lunner,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,6851312,29.0,12.0,5,5
2019,Akershus,Lunner,Østlandet (Uten Oslo),Serveringsvirksomhet,Reiseliv ellers,7972589,36.0,14.7,6,4
